,Name,Num Entries,Year,Time,Record Identifier,Status of System,Latitude,Longitude,Maximum Sustained Wind,Minimum Pressure,34-knot Wind Radii NE,34-knot Wind Radii SE,34-knot Wind Radii SW,34-knot Wind Radii NW,50-knot Wind Radii NE,50-knot Wind Radii SE,50-knot Wind Radii SW,50-knot Wind Radii NW,64-knot Wind Radii NE,64-knot Wind Radii SE,64-knot Wind Radii SW,64-knot Wind Radii NW
52444,               JOSE,85,9/10/2017,1200,  , HU, 21.2N,  65.3W,115.0,948.0,130.0,110.0,60.0,110.0,60.0,50.0,30.0,60.0,30.0,30.0,20.0,30.0
52445,               JOSE,85,9/10/2017,1800,  , HU, 22.2N,  66.5W,105.0,956.0,130.0,110.0,60.0,110.0,60.0,50.0,30.0,50.0,30.0,25.0,20.0,25.0
52446,               JOSE,85,9/11/2017, 0000,  , HU, 23.3N,  67.6W,100.0,962.0,130.0,110.0,60.0,110.0,50.0,50.0,30.0,50.0,30.0,25.0,15.0,25.0
52447,               JOSE,85,9/11/2017, 0600,  , HU, 24.3N,  68.6W,90.0,968.0,130.0,110.0,70.0,110.0,50.0,50.0,30.0,50.0,25.0,25.0,15.0,20.0
52448,               JOSE,85,9/11/2017,1200,  , HU, 25.4N,  69.4W,85.0,972.0,130.0,110.0,70.0,100.0,50.0,50.0,30.0,40.0,25.0,25.0,15.0,20.0
52449,               JOSE,85,9/11/2017,1800,  , HU, 26.5N,  69.5W,80.0,974.0,120.0,110.0,70.0,100.0,50.0,40.0,20.0,40.0,25.0,20.0,10.0,15.0
52450,               JOSE,85,9/12/2017, 0000,  , HU, 27.2N,  69.4W,75.0,977.0,120.0,110.0,70.0,90.0,50.0,40.0,20.0,40.0,20.0,20.0,10.0,15.0
52451,               JOSE,85,9/12/2017, 0600,  , HU, 27.6N,  69.1W,70.0,979.0,120.0,110.0,70.0,90.0,50.0,40.0,20.0,30.0,20.0,20.0,10.0,10.0
52452,               JOSE,85,9/12/2017,1200,  , HU, 27.7N,  68.3W,70.0,979.0,120.0,100.0,70.0,90.0,40.0,40.0,20.0,30.0,20.0,20.0,10.0,10.0
52453,               JOSE,85,9/12/2017,1800,  , HU, 27.4N,  67.4W,70.0,980.0,110.0,100.0,70.0,80.0,40.0,40.0,20.0,30.0,20.0,20.0,10.0,10.0
52454,               JOSE,85,9/13/2017, 0000,  , HU, 26.8N,  66.7W,70.0,981.0,110.0,100.0,70.0,80.0,40.0,40.0,20.0,20.0,20.0,20.0,10.0,10.0
52455,               JOSE,85,9/13/2017, 0600,  , HU, 26.3N,  66.2W,70.0,981.0,110.0,100.0,70.0,80.0,40.0,40.0,20.0,20.0,20.0,20.0,10.0,10.0
52456,               JOSE,85,9/13/2017,1200,  , HU, 25.8N,  65.8W,70.0,981.0,110.0,100.0,70.0,80.0,40.0,40.0,20.0,20.0,20.0,20.0,15.0,10.0
52457,               JOSE,85,9/13/2017,1800,  , HU, 25.4N,  65.6W,70.0,981.0,110.0,100.0,70.0,70.0,40.0,40.0,20.0,20.0,20.0,20.0,15.0,10.0
52458,               JOSE,85,9/14/2017, 0000,  , HU, 25.1N,  65.7W,70.0,981.0,110.0,100.0,70.0,70.0,40.0,40.0,20.0,20.0,20.0,20.0,15.0,10.0
52459,               JOSE,85,9/14/2017, 0600,  , HU, 24.9N,  65.9W,70.0,981.0,110.0,100.0,70.0,70.0,40.0,40.0,20.0,20.0,20.0,20.0,15.0,10.0
52460,               JOSE,85,9/14/2017,1200,  , HU, 24.8N,  66.3W,65.0,983.0,110.0,100.0,70.0,70.0,40.0,40.0,20.0,20.0,20.0,20.0,15.0,10.0
52461,               JOSE,85,9/14/2017,1800,  , HU, 25.0N,  66.9W,65.0,985.0,110.0,110.0,70.0,70.0,50.0,50.0,20.0,30.0,20.0,20.0,15.0,10.0
52462,               JOSE,85,9/15/2017, 0000,  , TS, 25.4N,  67.6W,60.0,988.0,110.0,110.0,70.0,80.0,50.0,50.0,20.0,30.0,0.0,0.0,0.0,0.0
52463,               JOSE,85,9/15/2017, 0600,  , TS, 25.8N,  68.2W,60.0,988.0,120.0,110.0,70.0,80.0,50.0,50.0,20.0,30.0,0.0,0.0,0.0,0.0
52464,               JOSE,85,9/15/2017,1200,  , TS, 26.3N,  69.0W,60.0,986.0,120.0,120.0,70.0,80.0,50.0,60.0,30.0,30.0,0.0,0.0,0.0,0.0
52465,               JOSE,85,9/15/2017,1800,  , HU, 26.8N,  69.9W,65.0,983.0,120.0,120.0,70.0,90.0,60.0,60.0,30.0,40.0,30.0,15.0,0.0,20.0
52466,               JOSE,85,9/16/2017, 0000,  , HU, 27.2N,  70.7W,65.0,983.0,130.0,120.0,80.0,90.0,60.0,60.0,30.0,40.0,30.0,15.0,0.0,20.0
52467,               JOSE,85,9/16/2017, 0600,  , HU, 27.7N,  71.4W,65.0,983.0,130.0,130.0,80.0,90.0,70.0,70.0,30.0,50.0,30.0,15.0,0.0,20.0
52468,               JOSE,85,9/16/2017,1200,  , HU, 28.2N,  71.8W,65.0,980.0,140.0,140.0,80.0,100.0,70.0,70.0,30.0,50.0,35.0,15.0,0.0,20.0
52469,               JOSE,85,9/16/2017,1800,  , HU, 28.6N,  72.0W,65.0,973.0,150.0,140.0,90.0,100.0,80.0,70.0,40.0,60.0,35.0,20.0,15.0,20.0
52470,               JOSE,85,9/17/2017, 0000,  , HU, 29.1N,  72.0W,70.0,971.0,150.0,150.0,90.0,110.0,80.0,80.0,40.0,60.0,40.0,25.0,15.0,20.0
52471,               JOSE,85,9/17/2017, 0600,  , HU, 29.8N,  72.0W,75.0,969.0,160.0,150.0,90.0,120.0,90.0,80.0,40.0,70.0,40.0,30.0,15.0,25.0
52472,               JOSE,85,9/17/2017,1200,  , HU, 30.5N,  71.9W,80.0,967.0,170.0,160.0,100.0,120.0,90.0,80.0,40.0,80.0,40.0,40.0,20.0,35.0
52473,               JOSE,85,9/17/2017,1800,  , HU, 31.2N,  71.8W,80.0,967.0,180.0,170.0,100.0,130.0,90.0,80.0,50.0,80.0,45.0,45.0,20.0,40.0
52474,               JOSE,85,9/18/2017, 0000,  , HU, 31.9N,  71.6W,80.0,972.0,180.0,170.0,110.0,140.0,100.0,80.0,50.0,80.0,45.0,40.0,20.0,50.0
52475,               JOSE,85,9/18/2017, 0600,  , HU, 32.7N,  71.4W,75.0,974.0,190.0,180.0,120.0,140.0,100.0,80.0,50.0,90.0,50.0,30.0,20.0,50.0
52476,               JOSE,85,9/18/2017,1200,  , HU, 33.5N,  71.2W,70.0,976.0,200.0,180.0,120.0,150.0,100.0,80.0,60.0,90.0,50.0,0.0,0.0,50.0
52477,               JOSE,85,9/18/2017,1800,  , HU, 34.2N,  71.2W,65.0,975.0,200.0,190.0,130.0,150.0,100.0,70.0,60.0,90.0,50.0,0.0,0.0,45.0
52478,               JOSE,85,9/19/2017, 0000,  , HU, 34.9N,  71.4W,65.0,972.0,210.0,190.0,140.0,160.0,110.0,70.0,70.0,100.0,45.0,0.0,0.0,40.0
52479,               JOSE,85,9/19/2017, 0600,  , HU, 35.6N,  71.6W,65.0,971.0,210.0,190.0,140.0,170.0,110.0,70.0,70.0,100.0,40.0,0.0,0.0,40.0
52480,               JOSE,85,9/19/2017,1200,  , TS, 36.3N,  71.7W,60.0,973.0,210.0,190.0,150.0,170.0,100.0,70.0,70.0,100.0,0.0,0.0,0.0,0.0
52481,               JOSE,85,9/19/2017,1800,  , TS, 37.0N,  71.5W,60.0,973.0,210.0,200.0,160.0,170.0,100.0,60.0,80.0,100.0,0.0,0.0,0.0,0.0
52482,               JOSE,85,9/20/2017, 0000,  , TS, 37.6N,  71.2W,60.0,973.0,210.0,200.0,160.0,180.0,90.0,60.0,80.0,100.0,0.0,0.0,0.0,0.0
52483,               JOSE,85,9/20/2017, 0600,  , TS, 38.1N,  70.8W,60.0,975.0,210.0,190.0,170.0,180.0,80.0,60.0,80.0,90.0,0.0,0.0,0.0,0.0
52484,               JOSE,85,9/20/2017,1200,  , TS, 38.7N,  70.2W,60.0,976.0,200.0,190.0,170.0,180.0,70.0,70.0,90.0,90.0,0.0,0.0,0.0,0.0
52485,               JOSE,85,9/20/2017,1800,  , TS, 39.2N,  69.4W,60.0,976.0,200.0,190.0,180.0,180.0,60.0,70.0,90.0,90.0,0.0,0.0,0.0,0.0
52486,               JOSE,85,9/21/2017, 0000,  , TS, 39.4N,  68.5W,55.0,979.0,190.0,180.0,180.0,180.0,50.0,80.0,90.0,90.0,0.0,0.0,0.0,0.0
52487,               JOSE,85,9/21/2017, 0600,  , TS, 39.7N,  68.1W,55.0,982.0,180.0,170.0,180.0,180.0,0.0,0.0,90.0,80.0,0.0,0.0,0.0,0.0
52488,               JOSE,85,9/21/2017,1200,  , TS, 39.7N,  68.0W,55.0,984.0,170.0,170.0,180.0,170.0,0.0,0.0,90.0,80.0,0.0,0.0,0.0,0.0
52489,               JOSE,85,9/21/2017,1800,  , TS, 39.5N,  68.0W,50.0,984.0,160.0,150.0,180.0,170.0,0.0,0.0,90.0,80.0,0.0,0.0,0.0,0.0
52490,               JOSE,85,9/22/2017, 0000,  , TS, 39.5N,  68.2W,45.0,986.0,150.0,140.0,170.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52491,               JOSE,85,9/22/2017, 0600,  , TS, 39.6N,  68.6W,45.0,989.0,150.0,130.0,160.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52492,               JOSE,85,9/22/2017,1200,  , TS, 39.7N,  69.0W,40.0,992.0,140.0,120.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52493,               JOSE,85,9/22/2017,1800,  , LO, 39.7N,  69.1W,40.0,996.0,0.0,0.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52494,               JOSE,85,9/23/2017, 0000,  , LO, 39.7N,  69.3W,35.0,999.0,0.0,0.0,110.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52495,               JOSE,85,9/23/2017, 0600,  , LO, 39.5N,  69.6W,35.0,1002.0,0.0,0.0,100.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52496,               JOSE,85,9/23/2017,1200,  , LO, 39.1N,  69.7W,30.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52497,               JOSE,85,9/23/2017,1800,  , LO, 38.7N,  69.1W,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52498,               JOSE,85,9/24/2017, 0000,  , LO, 38.7N,  68.7W,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52499,               JOSE,85,9/24/2017, 0600,  , LO, 38.9N,  68.4W,25.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52500,               JOSE,85,9/24/2017,1200,  , LO, 38.9N,  68.0W,20.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52501,               JOSE,85,9/24/2017,1800,  , LO, 38.7N,  68.2W,15.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52502,               JOSE,85,9/25/2017, 0000,  , LO, 38.7N,  68.7W,15.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52503,               JOSE,85,9/25/2017, 0600,  , LO, 38.7N,  69.2W,15.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52505,              KATIA,18,9/5/2017,1200,  , TD, 22.2N,  97.2W,25.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52506,              KATIA,18,9/5/2017,1800,  , TD, 22.4N,  97.0W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52507,              KATIA,18,9/6/2017, 0000,  , TD, 22.4N,  96.7W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52508,              KATIA,18,9/6/2017, 0600,  , TS, 22.2N,  96.4W,35.0,1006.0,40.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52509,              KATIA,18,9/6/2017,1200,  , TS, 22.0N,  95.8W,45.0,1004.0,40.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52510,              KATIA,18,9/6/2017,1800,  , HU, 21.8N,  95.2W,65.0,992.0,50.0,40.0,40.0,20.0,20.0,20.0,20.0,10.0,10.0,0.0,0.0,0.0
52511,              KATIA,18,9/7/2017, 0000,  , HU, 21.7N,  94.9W,70.0,989.0,50.0,40.0,40.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,0.0
52512,              KATIA,18,9/7/2017, 0600,  , HU, 21.6N,  94.6W,70.0,985.0,50.0,40.0,40.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,0.0
52513,              KATIA,18,9/7/2017,1200,  , HU, 21.6N,  94.6W,70.0,982.0,50.0,40.0,40.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,0.0
52514,              KATIA,18,9/7/2017,1800,  , HU, 21.6N,  94.6W,70.0,982.0,50.0,40.0,40.0,30.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,0.0
52515,              KATIA,18,9/8/2017, 0000,  , HU, 21.5N,  95.0W,75.0,982.0,50.0,50.0,50.0,40.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,0.0
52516,              KATIA,18,9/8/2017, 0600,  , HU, 21.4N,  95.3W,80.0,977.0,50.0,50.0,50.0,40.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,0.0
52517,              KATIA,18,9/8/2017,1200,  , HU, 21.1N,  95.7W,85.0,973.0,50.0,60.0,60.0,50.0,20.0,40.0,30.0,20.0,15.0,20.0,15.0,10.0
52518,              KATIA,18,9/8/2017,1800,  , HU, 21.1N,  96.2W,90.0,972.0,50.0,60.0,60.0,50.0,20.0,40.0,30.0,20.0,15.0,20.0,15.0,15.0
52519,              KATIA,18,9/9/2017, 0000,  , HU, 20.8N,  96.9W,70.0,988.0,50.0,50.0,50.0,40.0,20.0,20.0,20.0,20.0,10.0,15.0,10.0,10.0
52521,              KATIA,18,9/9/2017, 0600,  , TS, 20.3N,  97.4W,35.0,1001.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52522,              KATIA,18,9/9/2017,1200,  , TD, 20.1N,  97.7W,30.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52524,                LEE,63,9/14/2017,1800,  , TD, 10.4N,  23.1W,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52525,                LEE,63,9/15/2017, 0000,  , TD, 10.6N,  24.7W,30.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52526,                LEE,63,9/15/2017, 0600,  , TD, 11.1N,  26.2W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52527,                LEE,63,9/15/2017,1200,  , TD, 11.7N,  27.6W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52528,                LEE,63,9/15/2017,1800,  , TD, 12.4N,  29.0W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52529,                LEE,63,9/16/2017, 0000,  , TD, 12.6N,  30.5W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52530,                LEE,63,9/16/2017, 0600,  , TD, 12.6N,  31.9W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52531,                LEE,63,9/16/2017,1200,  , TS, 12.5N,  33.1W,35.0,1007.0,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52532,                LEE,63,9/16/2017,1800,  , TS, 12.6N,  33.9W,35.0,1007.0,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52533,                LEE,63,9/17/2017, 0000,  , TS, 12.7N,  34.6W,35.0,1007.0,0.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52534,                LEE,63,9/17/2017, 0600,  , TS, 12.8N,  35.4W,35.0,1007.0,0.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52535,                LEE,63,9/17/2017,1200,  , TD, 12.9N,  36.2W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52536,                LEE,63,9/17/2017,1800,  , TD, 13.1N,  37.0W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52537,                LEE,63,9/18/2017, 0000,  , TD, 13.4N,  37.9W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52538,                LEE,63,9/18/2017, 0600,  , TD, 13.8N,  39.0W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52539,                LEE,63,9/18/2017,1200,  , TD, 14.2N,  40.2W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52540,                LEE,63,9/18/2017,1800,  , TD, 14.5N,  41.5W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52541,                LEE,63,9/19/2017, 0000,  , TD, 14.9N,  42.6W,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52542,                LEE,63,9/19/2017, 0600,  , TD, 15.5N,  43.3W,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52543,                LEE,63,9/19/2017,1200,  , TD, 16.1N,  43.8W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52544,                LEE,63,9/19/2017,1800,  , TS, 16.8N,  44.4W,35.0,1007.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52545,                LEE,63,9/20/2017, 0000,  , TS, 17.6N,  45.0W,40.0,1006.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52546,                LEE,63,9/20/2017, 0600,  , TS, 18.3N,  45.2W,35.0,1007.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52547,                LEE,63,9/20/2017,1200,  , DB, 20.4N,  44.1W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52548,                LEE,63,9/20/2017,1800,  , DB, 22.0N,  43.9W,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52549,                LEE,63,9/21/2017, 0000,  , DB, 23.8N,  43.9W,25.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52550,                LEE,63,9/21/2017, 0600,  , DB, 26.5N,  45.3W,25.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52551,                LEE,63,9/21/2017,1200,  , DB, 27.8N,  46.5W,25.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52552,                LEE,63,9/21/2017,1800,  , DB, 28.8N,  47.5W,25.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52553,                LEE,63,9/22/2017, 0000,  , DB, 29.3N,  48.3W,25.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52554,                LEE,63,9/22/2017, 0600,  , DB, 29.6N,  48.7W,25.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52555,                LEE,63,9/22/2017,1200,  , TD, 30.0N,  48.9W,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52556,                LEE,63,9/22/2017,1800,  , TD, 30.5N,  49.1W,30.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52557,                LEE,63,9/23/2017, 0000,  , TS, 31.1N,  49.2W,35.0,1010.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52558,                LEE,63,9/23/2017, 0600,  , TS, 31.5N,  49.3W,35.0,1009.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52559,                LEE,63,9/23/2017,1200,  , TS, 31.8N,  49.4W,40.0,1006.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52560,                LEE,63,9/23/2017,1800,  , TS, 32.0N,  49.8W,45.0,1003.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52561,                LEE,63,9/24/2017, 0000,  , TS, 31.9N,  50.1W,50.0,1000.0,30.0,30.0,30.0,30.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0
52562,                LEE,63,9/24/2017, 0600,  , HU, 31.7N,  50.2W,65.0,990.0,30.0,30.0,30.0,30.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0
52563,                LEE,63,9/24/2017,1200,  , HU, 31.5N,  50.1W,75.0,983.0,30.0,30.0,30.0,30.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0
52564,                LEE,63,9/24/2017,1800,  , HU, 31.3N,  49.8W,80.0,980.0,30.0,30.0,30.0,30.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0
52565,                LEE,63,9/25/2017, 0000,  , HU, 31.2N,  49.6W,85.0,976.0,30.0,30.0,30.0,30.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0
52566,                LEE,63,9/25/2017, 0600,  , HU, 31.0N,  49.5W,80.0,978.0,30.0,30.0,30.0,30.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0
52567,                LEE,63,9/25/2017,1200,  , HU, 30.8N,  49.7W,80.0,980.0,30.0,30.0,30.0,30.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0
52568,                LEE,63,9/25/2017,1800,  , HU, 30.6N,  50.2W,75.0,984.0,30.0,30.0,30.0,30.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0
52569,                LEE,63,9/26/2017, 0000,  , HU, 30.3N,  51.0W,80.0,982.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0,15.0,15.0,15.0,15.0
52570,                LEE,63,9/26/2017, 0600,  , HU, 30.1N,  52.0W,85.0,979.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0,15.0,15.0,15.0,15.0
52571,                LEE,63,9/26/2017,1200,  , HU, 29.9N,  53.2W,90.0,976.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0,15.0,15.0,15.0,15.0
52572,                LEE,63,9/26/2017,1800,  , HU, 29.9N,  54.2W,95.0,972.0,50.0,50.0,40.0,40.0,30.0,30.0,30.0,30.0,20.0,15.0,15.0,15.0
52573,                LEE,63,9/27/2017, 0000,  , HU, 29.9N,  55.1W,95.0,970.0,50.0,50.0,40.0,40.0,30.0,30.0,30.0,30.0,20.0,15.0,15.0,15.0
52574,                LEE,63,9/27/2017, 0600,  , HU, 30.1N,  56.0W,95.0,967.0,70.0,70.0,50.0,60.0,40.0,30.0,30.0,40.0,25.0,20.0,20.0,20.0
52575,                LEE,63,9/27/2017,1200,  , HU, 30.3N,  56.6W,100.0,963.0,80.0,60.0,60.0,70.0,50.0,40.0,40.0,50.0,30.0,25.0,25.0,30.0
52576,                LEE,63,9/27/2017,1800,  , HU, 30.8N,  57.0W,100.0,962.0,80.0,60.0,60.0,70.0,50.0,40.0,40.0,50.0,30.0,25.0,25.0,30.0
52577,                LEE,63,9/28/2017, 0000,  , HU, 31.4N,  57.2W,95.0,965.0,80.0,60.0,60.0,70.0,50.0,40.0,40.0,50.0,30.0,25.0,25.0,30.0
52578,                LEE,63,9/28/2017, 0600,  , HU, 32.1N,  57.3W,90.0,969.0,80.0,80.0,70.0,70.0,50.0,50.0,40.0,40.0,30.0,30.0,25.0,25.0
52579,                LEE,63,9/28/2017,1200,  , HU, 33.0N,  57.2W,85.0,973.0,80.0,80.0,70.0,70.0,50.0,50.0,40.0,40.0,30.0,30.0,25.0,25.0
52580,                LEE,63,9/28/2017,1800,  , HU, 34.3N,  56.6W,80.0,977.0,80.0,80.0,70.0,70.0,50.0,50.0,40.0,40.0,30.0,30.0,25.0,25.0
52581,                LEE,63,9/29/2017, 0000,  , HU, 35.7N,  55.5W,75.0,981.0,80.0,100.0,80.0,60.0,50.0,70.0,50.0,30.0,20.0,30.0,25.0,10.0
52582,                LEE,63,9/29/2017, 0600,  , HU, 37.3N,  53.8W,70.0,983.0,100.0,120.0,110.0,60.0,50.0,70.0,60.0,30.0,20.0,30.0,30.0,0.0
52583,                LEE,63,9/29/2017,1200,  , HU, 39.0N,  51.2W,65.0,985.0,100.0,120.0,110.0,60.0,50.0,70.0,60.0,30.0,0.0,30.0,30.0,0.0
52584,                LEE,63,9/29/2017,1800,  , TS, 41.0N,  48.2W,55.0,987.0,100.0,120.0,110.0,60.0,50.0,70.0,60.0,30.0,0.0,0.0,0.0,0.0
52585,                LEE,63,9/30/2017, 0000,  , TS, 43.2N,  44.5W,50.0,990.0,100.0,120.0,110.0,60.0,50.0,70.0,60.0,0.0,0.0,0.0,0.0,0.0
52586,                LEE,63,9/30/2017, 0600,  , LO, 45.8N,  38.9W,45.0,993.0,90.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52588,              MARIA,68,9/16/2017,1200,  , TD, 12.2N,  49.7W,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52589,              MARIA,68,9/16/2017,1800,  , TS, 12.2N,  51.7W,40.0,1004.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52590,              MARIA,68,9/17/2017, 0000,  , TS, 12.4N,  53.1W,45.0,1002.0,40.0,30.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52591,              MARIA,68,9/17/2017, 0600,  , TS, 12.8N,  54.4W,55.0,994.0,50.0,40.0,0.0,50.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0
52592,              MARIA,68,9/17/2017,1200,  , TS, 13.3N,  55.7W,60.0,990.0,60.0,40.0,30.0,50.0,30.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0
